Batch 1 predictions: ['javelin throw', 'singing', 'assembling computer', 'ironing', 'hurdling', 'country line dancing', 'hugging baby', 'filling eyebrows', 'grinding meat', 'eating doughnuts', 'snatch weight lifting', 'washing dishes', 'applying cream', 'training dog', 'skydiving', 'grinding meat', 'krumping', 'smoking hookah', 'tobogganing', 'playing guitar', 'catching fish', 'riding a bike', 'cartwheeling', 'waking up', 'catching or throwing softball', 'spinning poi', 'carving pumpkin', 'carving pumpkin', 'throwing discus', 'water skiing', 'ice climbing', 'cooking chicken', 'playing basketball', 'bowling', 'mopping floor', 'playing guitar', 'playing harmonica', 'juggling soccer ball', 'high kick', 'busking', 'playing xylophone', 'welding', 'changing oil', 'opening present', 'eating cake', 'paragliding', 'riding mechanical bull', 'cooking egg', 'bending back', 'grinding meat', 'laughing', 'wrestling', 'planting trees', 'shot put', 'unloading truck', 'hopscotch', 'laying bricks', 'throwing ball (not baseball or American football)', 'playing saxophone', 'hugging (not baby)', 'smoking', 'spraying', 'presenting weather forecast', 'disc golfing']
Batch 1 soft predictions: ['javelin throw', 'singing', 'assembling computer', 'ironing', 'hurdling', 'country line dancing', 'hugging baby', 'filling eyebrows', 'grinding meat', 'eating doughnuts', 'snatch weight lifting', 'washing dishes', 'applying cream', 'training dog', 'skydiving', 'grinding meat', 'krumping', 'smoking hookah', 'tobogganing', 'playing guitar', 'catching fish', 'riding a bike', 'cartwheeling', 'waking up', 'catching or throwing softball', 'spinning poi', 'carving pumpkin', 'carving pumpkin', 'throwing discus', 'water skiing', 'ice climbing', 'cooking chicken', 'playing basketball', 'bowling', 'mopping floor', 'playing guitar', 'playing harmonica', 'juggling soccer ball', 'high kick', 'busking', 'playing xylophone', 'welding', 'changing oil', 'opening present', 'eating cake', 'paragliding', 'riding mechanical bull', 'cooking egg', 'bending back', 'grinding meat', 'laughing', 'wrestling', 'planting trees', 'shot put', 'unloading truck', 'hopscotch', 'laying bricks', 'throwing ball (not baseball or American football)', 'playing saxophone', 'hugging (not baby)', 'smoking', 'spraying', 'presenting weather forecast', 'disc golfing']
Batch 1 true labels: ['javelin throw', 'using megaphone', 'assembling computer', 'ironing', 'hurdling', 'country line dancing', 'waiting in line', 'filling eyebrows', 'grinding meat', 'eating doughnuts', 'snatch weight lifting', 'washing dishes', 'doing nails', 'walking the dog', 'skydiving', 'grinding meat', 'krumping', 'smoking hookah', 'tobogganing', 'playing guitar', 'catching fish', 'riding a bike', 'cartwheeling', 'somersaulting', 'catching or throwing softball', 'spinning poi', 'carving pumpkin', 'carving pumpkin', 'throwing discus', 'water skiing', 'ice climbing', 'cooking chicken', 'shooting basketball', 'bowling', 'mopping floor', 'playing piano', 'eating hotdog', 'juggling soccer ball', 'catching or throwing baseball', 'busking', 'playing xylophone', 'spraying', 'changing oil', 'opening present', 'eating cake', 'paragliding', 'riding mechanical bull', 'cooking egg', 'bending back', 'grinding meat', 'eating chips', 'faceplanting', 'planting trees', 'stretching arm', 'unloading truck', 'hopscotch', 'laying bricks', 'tai chi', 'playing saxophone', 'egg hunting', 'shaking hands', 'blasting sand', 'presenting weather forecast', 'disc golfing']
Batch 1 top 5 predictions:
['javelin throw', 'shot put', 'throwing discus', 'hammer throw', 'high jump']
['playing basketball', 'shooting basketball', 'dunking basketball', 'throwing ball (not baseball or American football)', 'bouncing ball (not juggling)']
['exercising arm', 'front raises', 'changing wheel (not on bike)', 'bending metal', 'stretching arm']
['reading newspaper', 'reading book', 'counting money', 'crying', 'feeding birds']
['egg hunting', 'pushing car', 'hugging baby', 'opening present', 'throwing ball (not baseball or American football)']
['motorcycling', 'riding scooter', 'riding a bike', 'jaywalking', 'driving car']
['feeding fish', 'petting animal (not cat)', 'scuba diving', 'catching fish', 'shaking hands']
['baby waking up', 'waking up', 'crying', 'sneezing', 'carrying baby']
['capoeira', 'side kick', 'yoga', 'breakdancing', 'playing cymbals']
['petting cat', 'high fiving', 'shaking hands', 'drumming fingers', 'petting animal (not cat)']
['feeding goats', 'petting animal (not cat)', 'walking the dog', 'high fiving', 'shaking hands']
['using megaphone', 'shouting', 'beatboxing', 'smoking hookah', 'air drumming']
['snowkiting', 'flying kite', 'kitesurfing', 'snowboarding', 'skydiving']
['brush painting', 'spray painting', 'writing', 'drawing', 'spraying']
['bartending', 'drinking shots', 'opening bottle (not wine)', 'tasting beer', 'beatboxing']
['bartending', 'dining', 'drinking shots', 'tasting beer', 'tasting food']
['beatboxing', 'slapping', 'coughing', 'tasting food', 'finger snapping']
['robot dancing', 'brushing hair', 'finger snapping', 'washing dishes', 'dancing macarena']
['breakdancing', 'capoeira', 'cartwheeling', 'somersaulting', 'drop kicking']
['push up', 'breakdancing', 'crawling baby', 'exercising arm', 'pull ups']
['playing flute', 'playing harmonica', 'whistling', 'beatboxing', 'playing recorder']
['playing trombone', 'playing trumpet', 'playing flute', 'marching', 'using megaphone']
['beatboxing', 'slapping', 'whistling', 'shaking head', 'air drumming']
['ski jumping', 'skiing slalom', 'skiing mono', 'tobogganing', 'skiing crosscountry']
['dribbling basketball', 'playing basketball', 'shooting basketball', 'dunking basketball', 'bouncing ball (not juggling)']
['canoeing or kayaking', 'surfing water', 'snorkeling', 'catching fish', 'sailing']
['blowing nose', 'sneezing', 'coughing', 'winking', 'gargling']
['slapping', 'arm wrestling', 'drinking shots', 'eating cake', 'rock scissors paper']
['carving pumpkin', 'eating doughnuts', 'blowing out candles', 'eating cake', 'tasting food']
['surfing water', 'faceplanting', 'splashing water', 'jaywalking', 'windsurfing']
['splashing water', 'laughing', 'clapping', 'water sliding', 'shaking head']
['petting animal (not cat)', 'grooming dog', 'petting cat', 'cutting nails', 'training dog']
['pushing cart', 'pushing car', 'crawling baby', 'faceplanting', 'shaking head']
['tap dancing', 'dancing ballet', 'cartwheeling', 'bouncing on trampoline', 'dancing charleston']
['weaving basket', 'knitting', 'egg hunting', 'making jewelry', 'braiding hair']

Batch 299 predictions: ['drawing', 'dancing macarena', 'shooting basketball', 'catching or throwing frisbee', 'changing wheel (not on bike)', 'tossing salad', 'catching fish', 'eating cake', 'making tea', 'reading book', 'knitting', 'shaving head', 'water sliding', 'fixing hair', 'playing guitar', 'playing harmonica', 'directing traffic', 'smoking hookah', 'playing harp', 'riding a bike', 'playing guitar', 'snowkiting', 'windsurfing', 'bowling', 'scrambling eggs', 'skiing mono', 'stretching arm', 'hurdling', 'waking up', 'weaving basket', 'dining', 'brushing teeth', 'tasting beer', 'dunking basketball', 'driving car', 'waxing', 'bouncing ball (not juggling)', 'cooking sausages (not on barbeque)', 'milking cow', 'sword fighting', 'tasting food', 'playing flute', 'dyeing hair', 'welding', 'diving cliff', 'skydiving', 'juggling fire', 'cutting watermelon', 'juggling balls', 'checking tires', 'punching bag', 'windsurfing', 'shaking head', 'air drumming', 'singing', 'cracking neck', 'waiting in line', 'dribbling basketball', 'roller skating', 'pushing cart', 'lunge', 'playing paintball', 'playing drums', 'arranging flowers']
Batch 299 soft predictions: ['drawing', 'dancing macarena', 'shooting basketball', 'catching or throwing frisbee', 'changing wheel (not on bike)', 'tossing salad', 'catching fish', 'eating cake', 'making tea', 'reading book', 'knitting', 'shaving head', 'water sliding', 'fixing hair', 'playing guitar', 'playing harmonica', 'directing traffic', 'smoking hookah', 'playing harp', 'riding a bike', 'playing guitar', 'snowkiting', 'windsurfing', 'bowling', 'scrambling eggs', 'skiing mono', 'stretching arm', 'hurdling', 'waking up', 'weaving basket', 'dining', 'brushing teeth', 'tasting beer', 'dunking basketball', 'driving car', 'waxing', 'bouncing ball (not juggling)', 'cooking sausages (not on barbeque)', 'milking cow', 'sword fighting', 'tasting food', 'playing flute', 'dyeing hair', 'welding', 'diving cliff', 'skydiving', 'juggling fire', 'cutting watermelon', 'juggling balls', 'checking tires', 'punching bag', 'windsurfing', 'shaking head', 'air drumming', 'singing', 'cracking neck', 'waiting in line', 'dribbling basketball', 'roller skating', 'pushing cart', 'lunge', 'playing paintball', 'playing drums', 'arranging flowers']
Batch 299 true labels: ['drawing', 'drinking shots', 'shooting basketball', 'catching or throwing frisbee', 'changing wheel (not on bike)', 'tossing salad', 'cutting nails', 'eating cake', 'making tea', 'reading book', 'knitting', 'shaving head', 'water sliding', 'laughing', 'playing guitar', 'playing harmonica', 'directing traffic', 'smoking hookah', 'playing harp', 'riding a bike', 'playing guitar', 'playing ice hockey', 'windsurfing', 'bowling', 'scrambling eggs', 'ski jumping', 'stretching arm', 'hurdling', 'waking up', 'clay pottery making', 'writing', 'throwing ball (not baseball or American football)', 'tasting beer', 'playing basketball', 'bending metal', 'waxing', 'playing kickball', 'cooking sausages (not on barbeque)', 'milking goat', 'throwing axe', 'building lego', 'playing flute', 'applying cream', 'welding', 'diving cliff', 'skydiving', 'javelin throw', 'cutting watermelon', 'juggling balls', 'checking tires', 'punching bag', 'windsurfing', 'shaking head', 'tying necktie', 'sign language interpreting', 'cracking neck', 'waiting in line', 'dribbling basketball', 'roller skating', 'pushing cart', 'lunge', 'playing paintball', 'recording music', 'arranging flowers']
Batch 299 top 5 predictions:
['drawing', 'brush painting', 'writing', 'doing sudoku', 'sharpening pencil']
['dancing macarena', 'swing dancing', 'shaking hands', 'contact juggling', 'celebrating']
['shooting basketball', 'dodgeball', 'throwing ball (not baseball or American football)', 'dunking basketball', 'playing volleyball']
['catching or throwing frisbee', 'disc golfing', 'throwing discus', 'flying kite', 'flipping pancake']
['changing wheel (not on bike)', 'pushing car', 'checking tires', 'pumping gas', 'playing controller']
['tossing salad', 'frying vegetables', 'tasting food', 'blending fruit', 'scrambling eggs']
['catching fish', 'digging', 'alligator wrestling', 'ice fishing', 'holding snake']
['eating cake', 'eating ice cream', 'eating spaghetti', 'tasting food', 'eating burger']
['making tea', 'blending fruit', 'gargling', 'making a cake', 'drinking shots']
['reading book', 'tasting food', 'folding paper', 'bookbinding', 'wrapping present']
['knitting', 'tying knot (not on a tie)', 'making jewelry', 'bookbinding', 'weaving basket']
['shaving head', 'getting a haircut', 'trimming or shaving beard', 'listening with headphones', 'washing hair']
['water sliding', 'splashing water', 'surfing water', 'jumping into pool', 'tobogganing']
['fixing hair', 'hugging (not baby)', 'massaging', 'celebrating', 'hugging baby']
['playing guitar', 'recording music', 'singing', 'tapping guitar', 'whistling']
['playing harmonica', 'giving or receiving award', 'auctioning', 'blowing glass', 'playing flute']
['directing traffic', 'jaywalking', 'playing cricket', 'throwing ball (not baseball or American football)', 'celebrating']
['smoking hookah', 'smoking', 'coughing', 'headbanging', 'gargling']
['playing harp', 'playing flute', 'busking', 'playing saxophone', 'playing cello']
['riding a bike', 'pushing cart', 'riding scooter', 'pushing wheelchair', 'motorcycling']
['playing guitar', 'tapping guitar', 'playing bass guitar', 'headbanging', 'recording music']
['snowkiting', 'ice fishing', 'ice skating', 'flying kite', 'hockey stop']
['windsurfing', 'kitesurfing', 'surfing water', 'sailing', 'canoeing or kayaking']
['bowling', 'throwing ball (not baseball or American football)', 'bouncing ball (not juggling)', 'shooting basketball', 'catching or throwing baseball']
['scrambling eggs', 'cooking egg', 'cooking sausages (not on barbeque)', 'making a cake', 'baking cookies']
['skiing mono', 'ski jumping', 'skiing crosscountry', 'skiing slalom', 'snowboarding']
['stretching arm', 'exercising arm', 'bending back', 'dancing macarena', 'robot dancing']
['hurdling', 'triple jump', 'long jump', 'high jump', 'jogging']
['waking up', 'making the bed', 'somersaulting', 'slapping', 'yawning']
['weaving basket', 'milking goat', 'milking cow', 'washing hands', 'drumming fingers']
['dining', 'tasting food', 'writing', 'folding napkins', 'adjusting glasses']
['brushing teeth', 'tasting food', 'playing recorder', 'gargling', 'drinking shots']
['tasting beer', 'drinking shots', 'bartending', 'dining', 'opening bottle (not wine)']
['dunking basketball', 'playing basketball', 'shooting basketball', 'dribbling basketball', 'playing volleyball']
['driving car', 'pushing car', 'changing wheel (not on bike)', 'directing traffic', 'extinguishing fire']
['waxing', 'headbutting', 'slapping', 'waking up', 'wrestling']
['bouncing ball (not juggling)', 'exercising with an exercise ball', 'throwing ball (not baseball or American football)', 'playing kickball', 'kicking soccer ball']
['cooking sausages (not on barbeque)', 'barbequing', 'cooking on campfire', 'frying vegetables', 'cooking chicken']
['milking cow', 'milking goat', 'feeding goats', 'unloading truck', 'auctioning']
['sword fighting', 'throwing axe', 'plastering', 'punching bag', 'high kick']
['tasting food', 'building lego', 'doing nails', 'applying cream', 'eating ice cream']
['playing flute', 'playing recorder', 'playing harmonica', 'playing clarinet', 'playing violin']
['dyeing hair', 'fixing hair', 'braiding hair', 'applying cream', 'brushing hair']
['welding', 'blasting sand', 'bending metal', 'extinguishing fire', 'smoking']
['diving cliff', 'water sliding', 'splashing water', 'jumping into pool', 'swinging on something']
['skydiving', 'paragliding', 'bungee jumping', 'parasailing', 'snowkiting']
['juggling fire', 'spinning poi', 'contact juggling', 'extinguishing fire', 'hammer throw']
['cutting watermelon', 'eating watermelon', 'brush painting', 'cutting pineapple', 'weaving basket']
['juggling balls', 'contact juggling', 'bouncing ball (not juggling)', 'spinning poi', 'throwing ball (not baseball or American football)']
['checking tires', 'changing wheel (not on bike)', 'changing oil', 'pumping gas', 'checking watch']
['punching bag', 'punching person (boxing)', 'high kick', 'side kick', 'headbutting']
['windsurfing', 'kitesurfing', 'surfing water', 'sailing', 'canoeing or kayaking']
['shaking head', 'ripping paper', 'sticking tongue out', 'headbutting', 'moving baby']
['air drumming', 'finger snapping', 'dancing gangnam style', 'headbanging', 'opening bottle (not wine)']
['singing', 'sign language interpreting', 'dancing ballet', 'tai chi', 'auctioning']
['cracking neck', 'fixing hair', 'massaging', 'eating watermelon', 'eating chips']
['waiting in line', 'hugging (not baby)', 'stomping grapes', 'drinking shots', 'holding snake']
['dribbling basketball', 'shooting basketball', 'playing basketball', 'dodgeball', 'bouncing ball (not juggling)']
['roller skating', 'ice skating', 'skipping rope', 'cartwheeling', 'hula hooping']
['pushing cart', 'hugging (not baby)', 'pushing car', 'moving furniture', 'waiting in line']
['lunge', 'stretching leg', 'squat', 'running on treadmill', 'side kick']
['playing paintball', 'spraying', 'blowing leaves', 'archery', 'bee keeping']
['playing drums', 'playing cymbals', 'recording music', 'air drumming', 'playing clarinet']
['arranging flowers', 'shaking hands', 'decorating the christmas tree', 'adjusting glasses', 'celebrating']

Batch 300 predictions: ['dodgeball', 'cutting nails', 'crawling baby', 'sign language interpreting', 'arranging flowers', 'tai chi', 'squat', 'tickling', 'tossing salad', 'bench pressing', 'bending back', 'eating watermelon', 'mopping floor', 'brush painting', 'eating chips', 'playing monopoly', 'tapping guitar', 'fixing hair', 'playing bagpipes', 'playing keyboard', 'slapping', 'busking', 'push up', 'tapping pen', 'eating chips', 'juggling soccer ball', 'paragliding', 'making tea', 'skiing crosscountry', 'pumping fist', 'cartwheeling', 'busking', 'ripping paper', 'shredding paper', 'swimming', 'chopping wood', 'opening bottle (not wine)', 'biking through snow', 'rock climbing', 'doing sudoku', 'swing dancing', 'shredding paper', 'hurling (sport)', 'contact juggling', 'doing laundry', 'barbequing', 'sticking tongue out', 'headbanging', 'bungee jumping', 'playing trombone', 'disc golfing', 'eating hotdog', 'doing aerobics', 'flipping pancake', 'opening present', 'riding mechanical bull', 'opening present', 'smoking', 'pumping fist', 'tai chi', 'golf putting', 'triple jump', 'grooming dog', 'shearing sheep']
Batch 300 soft predictions: ['dodgeball', 'cutting nails', 'crawling baby', 'sign language interpreting', 'arranging flowers', 'tai chi', 'squat', 'tickling', 'tossing salad', 'bench pressing', 'bending back', 'eating watermelon', 'mopping floor', 'brush painting', 'eating chips', 'playing monopoly', 'tapping guitar', 'fixing hair', 'playing bagpipes', 'playing keyboard', 'slapping', 'busking', 'push up', 'tapping pen', 'eating chips', 'juggling soccer ball', 'paragliding', 'making tea', 'skiing crosscountry', 'pumping fist', 'cartwheeling', 'busking', 'ripping paper', 'shredding paper', 'swimming', 'chopping wood', 'opening bottle (not wine)', 'biking through snow', 'rock climbing', 'doing sudoku', 'swing dancing', 'shredding paper', 'hurling (sport)', 'contact juggling', 'doing laundry', 'barbequing', 'sticking tongue out', 'headbanging', 'bungee jumping', 'playing trombone', 'disc golfing', 'eating hotdog', 'doing aerobics', 'flipping pancake', 'opening present', 'riding mechanical bull', 'opening present', 'smoking', 'pumping fist', 'tai chi', 'golf putting', 'triple jump', 'grooming dog', 'shearing sheep']
Batch 300 true labels: ['shooting goal (soccer)', 'cutting nails', 'texting', 'sign language interpreting', 'arranging flowers', 'tai chi', 'squat', 'tickling', 'tossing salad', 'exercising arm', 'drop kicking', 'eating hotdog', 'mopping floor', 'drawing', 'eating chips', 'dancing macarena', 'tapping guitar', 'answering questions', 'shot put', 'playing keyboard', 'slapping', 'busking', 'push up', 'tapping pen', 'counting money', 'juggling soccer ball', 'paragliding', 'making tea', 'snowmobiling', 'headbanging', 'cartwheeling', 'beatboxing', 'folding paper', 'shredding paper', 'swimming', 'throwing axe', 'opening bottle (not wine)', 'biking through snow', 'rock climbing', 'doing sudoku', 'swing dancing', 'moving furniture', 'juggling soccer ball', 'contact juggling', 'doing laundry', 'barbequing', 'clapping', 'shaking head', 'bungee jumping', 'playing trombone', 'disc golfing', 'tasting food', 'doing aerobics', 'flipping pancake', 'opening present', 'riding mechanical bull', 'opening present', 'smoking', 'waking up', 'punching person (boxing)', 'golf putting', 'shooting basketball', 'grooming dog', 'shearing sheep']
Batch 300 top 5 predictions:
['dodgeball', 'shooting goal (soccer)', 'dribbling basketball', 'playing basketball', 'passing American football']
['cutting nails', 'building lego', 'tapping pen', 'sharpening pencil', 'tickling']
['crawling baby', 'watching tv', 'texting', 'using remote controller (not gaming)', 'faceplanting']
['sign language interpreting', 'finger snapping', 'clapping', 'applauding', 'answering questions']
['arranging flowers', 'making jewelry', 'wrapping present', 'adjusting glasses', 'setting table']
['tai chi', 'robot dancing', 'doing aerobics', 'dancing macarena', 'clapping']
['squat', 'lunge', 'dancing gangnam style', 'deadlifting', 'clean and jerk']
['tickling', 'laughing', 'watching tv', 'ripping paper', 'waking up']
['tossing salad', 'frying vegetables', 'scrambling eggs', 'blending fruit', 'making pizza']
['bench pressing', 'exercising arm', 'situp', 'stretching arm', 'front raises']
['bending back', 'dancing ballet', 'tap dancing', 'somersaulting', 'shoot dance']
['eating watermelon', 'eating spaghetti', 'eating hotdog', 'eating carrots', 'eating ice cream']
['mopping floor', 'sweeping floor', 'cleaning', 'crawling baby', 'sanding floor']
['brush painting', 'spray painting', 'drawing', 'throwing axe', 'spraying']
['eating chips', 'eating burger', 'eating doughnuts', 'eating hotdog', 'tasting food']
['playing monopoly', 'opening present', 'hugging (not baby)', 'reading book', 'reading newspaper']
['tapping guitar', 'recording music', 'playing ukulele', 'playing guitar', 'playing bass guitar']
['fixing hair', 'cracking neck', 'coughing', 'answering questions', 'beatboxing']
['playing bagpipes', 'hammer throw', 'shot put', 'juggling balls', 'throwing ball (not baseball or American football)']
